stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
40.689492,101941,-111.950496,22954,,,W 3800 S,3800 S @ 2314 W,0,
40.741483,126116,-111.87676,14169,,,S 500 E,500 E @ 1301 S,0,
40.921093,109003,-111.872367,5202,,,N 400 E,400 E @ 347 N,0,
40.717335,126100,-111.876795,14163,,,S 500 E,500 E @ 2455 S,0,
40.715782,137094,-111.876809,14162,,,S 500 E,500 E @ 2525 S,0,
40.712976,137093,-111.87681,14161,,,S 500 E,500 E @ 2695 S,0,
40.722189,126103,-111.876771,14165,,,S 500 E,500 E @ 2233 S,0,
40.720342,126102,-111.876777,14164,,,S 500 E,500 E @ 2315 S,0,
40.233866,830199,-111.709346,24140,,,W CENTER ST,CENTER ST @ 2906 W,0,
40.769426,118155,-111.880919,13179,,,E SOUTH TEMPLE,SOUTH TEMPLE @ 347 E,0,
40.764248,126555,-111.852268,13175,,,S UNIVERSITY ST,UNIVERSITY ST @ 225 S,0,
40.772594,118183,-111.864055,14347,,,N N ST,N ST @ 148 N,0,
41.24521,623300,-111.978057,11190,,,S WALL AVE,WALL AVE @ 1180 S,0,
40.588435,BB173017,-111.885653,18312,,,E 9000 S,9000 S @ 165 E,0,
40.754061,126495,-111.845271,14344,,,S GUARDSMAN WAY,GUARDSMAN WAY @ 701 S,0,
41.240691,623201,-111.978569,11194,,,S WALL AVE,WALL AVE @ 1435 S,0,
40.776459,115047,-112.026008,18640,,,W AMELIA EARHART DR,AMELIA EARHART DR @ 5610 W,0,
40.749711,126269,-111.882062,14340,,,E 900 S,900 S @ 316 E,0,
40.576796,S174046,-111.813156,18318,,,E LITTLE COTTONWOOD RD,LITTLE COTTONWOOD RD @ 2735 E,0,
41.226902,623319,-111.973449,11198,,,E 22ND ST,22ND ST @ 299 E,0,
40.685391,137225,-111.844377,14349,,,S HIGHLAND DR,HIGHLAND DR @ 3975 S,0,
40.703671,132019,-112.099129,17922,,,W 3100 S,3100 S @ 8699 W,0,
40.703649,132020,-112.097468,17923,,,W 3100 S,3100 S @ 8601 W,0,
40.703698,132018,-112.101576,17921,,,W 3100 S,3100 S @ 8801 W,0,
40.703661,133099,-112.092109,17925,,,W 3100 S,3100 S @ 8415 W,0,
40.685953,137118,-111.854228,3043,,,S 1300 E,1300 E @ 3920 S,0,
40.696597,133067,-112.084143,16302,,,W 3500 S,3500 S @ 8086 W,0,
40.546488,198260,-111.917507,23770,,,RIVER FRONT PKY,RIVER FRONT PKY @ 11309,0,
40.554078,198261,-111.914873,23771,,,RIVER FRONT PKY,RIVER FRONT PKY @ 10903,0,
41.511563,701024,-112.01587,23774,,,N MAIN ST,MAIN ST @ 47 N,0,
40.877582,109137,-111.886317,12420,,,S 200 W,200 W @ 1098 S,0,
40.880711,109138,-111.885586,12421,,,S 200 W,200 W @ 887 S,0,
40.884579,109227,-111.885554,12422,,,S 200 W,200 W @ 467 S,0,
40.886462,109140,-111.885546,12423,,,S 200 W,200 W @ 301 S,0,
40.888133,109141,-111.885544,12424,,,S 200 W,200 W @ 101 S,0,
40.889591,109142,-111.885541,12425,,,N 200 W,200 W @ 98 N,0,
40.892299,109143,-111.885537,12426,,,N 200 W,200 W @ 290 N,0,
40.894336,109238,-111.885554,12427,,,N 200 W,200 W @ 390 N,0,
40.895683,109145,-111.885562,12428,,,N 200 W,200 W @ 540 N,0,
40.896331,109239,-111.885544,12429,,,N 200 W,200 W @ 670 N,0,
40.75004,126563,-111.854,8137,,,S 1300 E,1300 E @ 896 S,0,
40.760958,126558,-111.852451,8132,,,S UNIVERSITY ST,UNIVERSITY ST @ 368 S,0,
40.758913,126559,-111.854078,8133,,,S 1300 E,1300 E @ 480 S,0,
41.197634,623238,-111.947868,8352,,,E 36TH ST,36TH ST @ 1220 E    (OGDEN),0,
41.190591,636168,-112.033258,24440,,,W 4000 S,4000 S @ 2215 W,0,
40.688206,198475,-111.896644,24447,,,MEADOWBROOK STATION ST,3900 S @ 188 W,0,
40.688383,198474,-111.896689,24446,,,MEADOWBROOK STATION ST,3900 S @ 188 W,0,
40.213276,830225,-111.655861,24444,,,S 180 E,180 E @ 1600 S,0,
40.707972,101503,-112.022725,22139,,,W HIGHBURY PARKWAY,HIGHBURY PARKWAY @ 5500 W,0,
40.704722,101502,-112.024734,22138,,,S 5600 W,5600 W @ 3061 S,0,
40.699771,101498,-111.887299,22131,,,E 3300 S,3300 S @ 120 E,0,
40.310948,801066,-111.701284,22133,,,N STATE ST,STATE ST @ 763 N,0,
40.522176,101616,-111.940725,22420,,,W 12600 S,12600 S @ 1825 W,0,
40.285451,801067,-111.676345,22134,,,S 800 E,800 E @ 624 S,0,
40.703992,101501,-111.968608,22137,,,W 3100 S,3100 S @ 3248 W,0,
40.749708,101603,-111.865959,22302,,,E 900 S,900 S @ 882 E,0,
40.733965,126032,-111.870994,13770,,,S 700 E,700 E @ 1697 S,0,
40.741461,126037,-111.870991,13775,,,S 700 E,700 E @ 1305 S,0,
40.536288,188061,-111.929117,15486,,,S 1300 W,1300 W @ 11819 S,0,
41.125954,633098,-112.025884,11430,,,N MAIN ST,MAIN ST @ 820 N,0,
41.129564,633099,-112.025888,11431,,,N MAIN ST,MAIN ST @ 1168 N,0,
41.150869,628146,-112.025928,11436,,,N MAIN ST,MAIN ST @ 2598 N,0,
41.152632,628147,-112.025925,11437,,,N MAIN ST,MAIN ST @ 3050 N,0,
41.142657,628144,-112.025914,11434,,,N MAIN ST,MAIN ST @ 2002 N    (SUNSET),0,
41.147591,628145,-112.025931,11435,,,N MAIN ST,MAIN ST @ 2302 N,0,
40.675191,138249,-111.809938,17100,,,E 4500 S,4500 S @ 2925 E,0,
40.675263,138250,-111.812491,17101,,,E 4500 S,4500 S @ 2801 E,0,
40.587629,172233,-111.909575,17450,,,W 9000 S,9000 S @ 675 W,0,
40.587826,172161,-111.903294,17451,,,W 9000 S,9000 S @ 407 W,0,
40.580385,173005,-111.857343,17456,,,E 9400 S,9400 S @ 1156 E,0,
40.665922,138093,-111.832496,17105,,,E MURRAY HOLLADAY RD,MURRAY HOLLADAY RD @ 2051 E,0,
40.665945,138094,-111.834675,17106,,,E MURRAY HOLLADAY RD,MURRAY HOLLADAY RD @ 1981 E,0,
40.665954,138095,-111.837545,17107,,,E MURRAY HOLLADAY RD,MURRAY HOLLADAY RD @ 1885 E,0,
40.580323,173222,-111.852139,17458,,,E 9400 S,9400 S @ 1356 E,0,
40.580304,173006,-111.850142,17459,,,E 9400 S,9400 S @ 1434 E,0,
41.065568,101032,-111.948851,13342,,,N FAIRFIELD RD,FAIRFIELD RD @ 325 N,0,
41.063365,101038,-111.946824,13343,,,N FAIRFIELD RD,FAIRFIELD RD @ 221 N,0,
41.070587,101030,-111.950322,13340,,,N FAIRFIELD RD,FAIRFIELD RD @ 735 N,0,
41.067556,101031,-111.950296,13341,,,N FAIRFIELD RD,FAIRFIELD RD @ 525 N,0,
41.056208,101123,-111.942582,13346,,,S FAIRFIELD RD,FAIRFIELD RD @ 330 S,0,
41.053967,101124,-111.941224,13347,,,S FAIRFIELD RD,FAIRFIELD RD @ 450 S,0,
41.060599,101034,-111.944891,13344,,,S FAIRFIELD RD,FAIRFIELD RD @ 70 S,0,
41.058423,101035,-111.943736,13345,,,S FAIRFIELD RD,FAIRFIELD RD @ 150 S,0,
41.052133,102011,-111.939868,13348,,,N FAIRFIELD RD,FAIRFIELD RD @ 1099 N,0,
41.049846,102012,-111.939045,13349,,,N FAIRFIELD RD,FAIRFIELD RD @ 951 N,0,
40.76513,101409,-111.904673,21817,,,W 200 S,200 S @ 460 W,0,
40.867265,112004,-111.857501,21814,,,E 2050 S,2050 S @ 1135 E,0,
41.139943,301093,-112.026611,21819,,,W 1800 N,1800 N @ 30 W,0,
41.191295,628069,-112.025711,12167,,,S 1900 W,1900 W @ 3992 S          (ROY),0,
41.203072,622031,-112.011593,12169,,,W HINKLEY DR,HINKLEY DR @ 1375 W,0,
41.194733,622030,-112.025709,12168,,,S 1900 W,1900 W @ 3776 S,0,
40.583601,S177012,-111.653458,18333,,,W CLIFF DN,CLIFF DN @ 12 W,0,
40.322359,812031,-111.706279,10453,,,N STATE ST,STATE ST @ 1369 N,0,
40.330345,812028,-111.710965,10451,,,N STATE ST,STATE ST @ 1801 N,0,
40.335499,812026,-111.715161,10450,,,S STATE ST,STATE ST @ 120 S,0,
40.308171,812038,-111.700029,10457,,,N STATE ST,STATE ST @ 597 N,0,
40.315717,812033,-111.703344,10454,,,N STATE ST,STATE ST @ 1001 N,0,
40.987685,301056,-111.905316,21765,,,N 850 W,850 W @ 450 N,0,
40.987766,301055,-111.905506,21764,,,W 450 N,450 N @ 850 W,0,
41.094391,301087,-112.013068,21767,,,S 700 E,700 E @ 1250 S   (CLEARFIELD),0,
41.094527,301086,-112.013188,21766,,,S 700 E,700 E @ 1270 S     (CLEARFIELD),0,
40.762533,TX101394,-111.908296,21761,,,W 330 S,SALT LAKE CENTRAL STATION,0,
41.188757,601085,-112.039378,21760,,,S SANDRIDGE DR,ROY STATION,0,
40.765022,TX101396,-111.905788,21763,,,W 200 S,OLD GREEKTOWN STATION,0,
40.766858,TX101395,-111.902524,21762,,,S 400 W,PLANETARIUM STATION,0,
41.188448,601086,-112.039351,21769,,,SANDRIDGE DR,SANDRIDGE DR @ 4155 S,0,
41.094255,301088,-112.012985,21768,,,S 700 E,700 E @ 1260 S,0,
41.286021,616128,-111.989028,11858,,,N US HWY 89,US HWY 89 @ 1545 N,0,
41.280944,616169,-111.985633,11859,,,N US HWY 89,US HWY 89 @ 1275 N,0,
41.078921,101007,-111.974571,8908,,,W RING RD,RING RD @ 425 W    (LAYTON MALL),0,
41.297446,615043,-111.996933,11850,,,N US HWY 89,US HWY 89 @ 2200 N,0,
41.247776,615036,-112.009629,11853,,,S 1200 W,1200 W @ 1001 S   (SLATERVILLE),0,
41.297081,615042,-111.996968,11856,,,N US HWY 89,US HWY 89 @ 2185 N,0,
41.290559,616168,-111.992065,11857,,,N US HWY 89,US HWY 89 @ 1725 N,0,
40.771578,TX101992,-111.904318,23040,,,W North Temple,NORTH TEMPLE BRIDGE/GUADALUPE,0,
40.771502,TX101993,-111.914486,23041,,,W North Temple,JACKSON/EUCLID STATION,0,
40.584286,101519,-111.973365,22184_merged_2787228,,,W WIGHTS FORT RD,WIGHTS FORT RD @ 3431 W,0,
40.584286,101519,-111.973365,22184_merged_2787227,,,W WIGHTS FORD RD,WIGHTS FORD RD @ 3431 W,0,
41.490489,701025,-112.01602,24552,,,S MAIN ST,MAIN ST @ 975 S,0,
41.168674,636148,-112.025898,24277,,,S 1900 W,1900 W @ 5236 S,0,
41.047275,301421,-111.954239,24271,,,S MAIN ST,MAIN ST @ 891 S,0,
41.167119,636149,-111.968472,24278,,,S 5TH E,5TH E @ 5340 S,0,
41.183603,636150,-112.014465,24279,,,W 4400 S,4400 S @ 1368 W,0,
40.732531,125197,-111.939228,14758,,,S REDWOOD RD,REDWOOD RD @ 1722 S,0,
40.730127,125198,-111.939219,14759,,,S REDWOOD RD,REDWOOD RD @ 1830 S,0,
40.733051,124054,-111.947231,14754,,,W 1700 S,1700 S @ 2035 W,0,
40.733051,124055,-111.945016,14755,,,W 1700 S,1700 S @ 1905 W,0,
40.733063,124056,-111.942765,14756,,,W 1700 S,1700 S @ 1825 W,0,
40.732983,125203,-111.940201,14757,,,W 1700 S,1700 S @ 1725 W,0,
40.733048,124053,-111.949101,14753,,,W 1700 S,1700 S @ 2095 W,0,
41.052661,102041,-111.910626,13904,,,N US HWY 89,US HWY 89 @ 999 N   (KAYSVILLE),0,
40.771627,117003,-111.896505,13907,,,W NORTH TEMPLE ST,NORTH TEMPLE ST @ 198 W,0,
41.074265,102037,-111.911162,13900,,,N US HWY 89,US HWY 89 @ 995 N  (LAYTON),0,
41.065091,102038,-111.910771,13901,,,N US HWY 89,US HWY 89 @ 125 N,0,
41.061801,102039,-111.910727,13902,,,N US HWY 89,US HWY 89 @ 89 N,0,
41.058546,102040,-111.910733,13903,,,N US HWY 89,US HWY 89 @ 201 N,0,
40.774073,117217,-111.899494,13908,,,N 300 W,300 W @ 240 N,0,
40.776373,117218,-111.899496,13909,,,N 300 W,300 W @ 304 N,0,
40.653172,152087,-111.985171,18101,,,W 5400 S,5400 S @ 3950 W,0,
41.259477,615028,-112.008893,11227,,,S 1200 W,1200 W @ 200 S,0,
41.251667,615027,-112.009515,11226,,,S 1200 W,1200 W @ 700 S,0,
41.247921,615025,-112.009469,11225,,,S 1200 W,1200 W @ 1002 S,0,
41.222938,623205,-111.992104,11224,,,W  24TH ST,24TH ST @ 567 W,0,
41.222996,622039,-111.996889,11223,,,W 24TH ST,24TH ST @ 767 W,0,
41.217635,622036,-112.006347,11221,,,S PENNSYLVANIA AVE,PENNSYLVANIA AVE @ 2680 S,0,
41.215727,622035,-112.006401,11220,,,S PENNSYLVANIA AVE,PENNSYLVANIA AVE @ 2746 S,0,
41.004901,105012,-111.904654,19058,,,N MAIN ST,MAIN ST @ 1475 N,0,
41.080108,101100,-111.988855,12477,,,N MAIN ST,MAIN ST @ 1380 N,0,
41.074245,301285,-111.980641,22303,,,N MAIN ST,MAIN ST @ 969 N,0,
40.536978,101601,-111.973162,22300,,,W 11800 S,11800 S @ 3450 W,0,
40.636264,101602,-112.022776,22301,,,W BALSA AVE,BALSA AVE @ 5523 W,0,
40.768239,101604,-111.888389,22306,,,S STATE ST,STATE ST @ 36 S,0,
41.267454,601131,-111.977886,22304,,,N WALL AVE,WALL AVE @ 435 N,0,
40.212124,830075,-111.657917,23437,,,E 1700 S,1700 S @ 2 E,0,
40.425708,BB830074,-111.896118,23436,,,N ASHTON BLVD,ASHTON BLVD @ 3101 N,0,
40.535861,BB198119,-111.872007,23434,,,S 700 E,700 E @ 11796 S,0,
40.387252,830079,-111.822506,23439,,,W US-89,US-89 @ 940 W,0,
40.245316,830076,-111.688935,23438,,,W 820 N,820 N @ 1762 W,0,
40.700441,136260,-111.939099,16194,,,S REDWOOD RD,REDWOOD RD @ 3298 S,0,
40.708463,135323,-111.977266,16198,,,S 3600 W,3600 W @ 2850 S,0,
40.681988,135181,-111.983768,16628,,,W 4100 S,4100 S @ 3855 W,0,
40.682012,135148,-111.988898,16627,,,W 4100 S,4100 S @ 4099 W,0,
40.682008,135147,-111.990305,16626,,,W 4100 S,4100 S @ 4147 W,0,
40.698606,136261,-111.939092,16195,,,S REDWOOD RD,REDWOOD RD @ 3430 S,0,
40.681987,134067,-111.998975,16624,,,W 4100 S,4100 S @ 4513 W,0,
40.682005,134069,-111.992813,16625,,,W 4100 S,4100 S @ 4253 W,0,
40.681482,134131,-112.005597,16622,,,S 4800 W,4800 W @ 4115 S,0,
40.681982,134066,-112.002121,16623,,,W 4100 S,4100 S @ 4655 W,0,
40.678452,134129,-112.005566,16620,,,S 4800 W,4800 W @ 4251 S,0,
40.680101,134130,-112.005601,16621,,,S 4800 W,4800 W @ 4177 S,0,
40.693229,136220,-111.939073,16197,,,S REDWOOD RD,REDWOOD RD @ 3670 S,0,
40.958058,107012,-111.883387,12758,,,S 200 E,200 E @ 1372 S,0,
40.955962,107013,-111.883418,12759,,,S 200 E,200 E @ 1478 S    (FARMINGT0N),0,
40.962339,107010,-111.883409,12756,,,S 200 E,200 E @ 1110 S,0,
40.959726,107011,-111.883401,12757,,,S 200 E,200 E @ 1270 S,0,
41.000447,104014,-111.900191,12754,,,N MAIN ST,MAIN ST @ 1217 N,0,
40.998195,104015,-111.898252,12755,,,N MAIN ST,MAIN ST @ 1029 N,0,
40.044612,829026,-111.718526,10938,,,E 100 N,100 N @ 875 E,0,
40.044592,829027,-111.723004,10939,,,E 100 N,100 N @ 601 E,0,
40.060358,830016,-111.668968,10934,,,N HIGHWAY 198,HIGHWAY 198 @ 385 N,0,
40.051231,830021,-111.683271,10936,,,W HIGHWAY 198,HIGHWAY 198 @ 502 W,0,
40.044657,829025,-111.716439,10937,,,E 100 N,100 N @ 985 E,0,
40.107931,825052,-111.654991,10930,,,S MAIN ST,MAIN ST @ 140 S,0,
40.107003,825053,-111.655002,10931,,,S MAIN ST,MAIN ST @ 210 S,0,
40.105625,825105,-111.654999,10932,,,S MAIN ST,MAIN ST @ 320 S,0,
40.102871,825106,-111.655361,10933,,,S MAIN ST,MAIN ST @ 484 S,0,
40.623974,152303,-111.951231,16994,,,W 7000 S,7000 S @ 2345 W,0,
40.623979,152304,-111.949408,16995,,,W 7000 S,7000 S @ 2255 W,0,
40.623981,152305,-111.946877,16996,,,W 7000 S,7000 S @ 2145 W,0,
40.635112,152217,-111.967446,16990,,,S 3200 W,3200 W @ 6398 S,0,
40.623975,152301,-111.957251,16992,,,W 7000 S,7000 S @ 2663 W,0,
40.623981,152302,-111.953839,16993,,,W 7000 S,7000 S @ 2511 W,0,
40.623978,152307,-111.944638,16998,,,W 7000 S,7000 S @ 2015 W,0,
40.623936,153207,-111.940193,16999,,,W 7000 S,7000 S @ 1759 W,0,
40.675439,137451,-111.888494,16448,,,S STATE ST,STATE ST @ 4400 S,0,
40.884664,108030,-111.901917,12280,,,S 800 W,800 W @ 488 S,0,
40.890815,108031,-111.901966,12281,,,N 800 W,800 W @ 136 N,0,
40.892635,108032,-111.901964,12282,,,N 800 W,800 W @ 290 N,0,
40.893651,108033,-111.901951,12283,,,N 800 W,800 W @ 680 N,0,
40.696634,137443,-111.888472,16442,,,S STATE ST,STATE ST @ 3440 S,0,
40.754481,126372,-111.853801,21157,,,S 1300 E,1300 E @ 673 S,0,
40.703641,137440,-111.888478,16440,,,S STATE ST,STATE ST @ 3094 S,0,
40.699296,137442,-111.888473,16441,,,S STATE ST,STATE ST @ 3330 S,0,
40.683596,137448,-111.888476,16446,,,S STATE ST,STATE ST @ 4068 S,0,
40.680451,137449,-111.888475,16447,,,S STATE ST,STATE ST @ 4190 S,0,
40.689502,137446,-111.888466,16444,,,S STATE ST,STATE ST @ 3748 S,0,
40.686391,137447,-111.888462,16445,,,S STATE ST,STATE ST @ 3980 S,0,
41.244397,622056,-111.998447,11923,,,W 12TH ST,12TH ST @ 815 W,0,
40.562442,172073,-111.934279,18845,,,W SOUTH JORDAN PKWY,SOUTH JORDAN PKWY @ 1530 W,0,
40.671614,101168,-111.939026,21484,,,S REDWOOD RD,REDWOOD RD @ 4585 S,0,
40.599788,101173,-111.797496,21485,,,S WASATCH BLVD,WASATCH BLVD @ 8304 S,0,
40.703435,101164,-111.977249,21480,,,S 3600 W,3600 W @ 3122 S,0,
40.697459,101165,-111.977188,21481,,,S 3600 W,3600 W @ 3460 S,0,
40.674462,101915,-111.866007,22931,,,E 4500 S,4500 S @ 877 E,0,
40.926162,109050,-111.872674,12824,,,N 400 E,400 E @ 738 N,0,
40.765661,101920,-111.899487,22932,,,S 300 W,300 W @ 161 S,0,
40.545331,101923,-111.871954,22935,,,S 700 E,700 E @ 11339 S,0,
40.550599,101922,-111.872314,22934,,,S 700 E,700 E @ 11050 S,0,
40.558677,101925,-111.871069,22937,,,E 10600 S,10600 S @ 720 E,0,
40.928961,107028,-111.873989,12825,,,N 400 E,400 E @ 990 N,0,
40.551601,101927,-111.863041,22939,,,E 11000 S,11000 S @ 997 E,0,
41.306428,601045,-112.005391,18219,,,N US HWY 89,US HWY 89 @ 2685 N,0,
40.762226,101158,-111.902693,21370,,,S 400 W,400 W @ 320 S,0,
40.929161,107029,-111.875811,12826,,,E CHASE LN,CHASE LN @ 230 E,0,
40.260627,801007,-111.661449,21374,,,N FREEDOM BLVD,FREEDOM BLVD @ 1936 N,0,
40.261179,801008,-111.661615,21375,,,N FREEDOM BLVD,FREEDOM BLVD @ 1983 N,0,
40.929151,107030,-111.878624,12827,,,E CHASE LN,CHASE LN @ 30 E   (CENTERVILLE),0,
40.918378,109046,-111.872208,12820,,,N 400 E,400 E @ 120 N,0,
40.919609,109047,-111.872187,12821,,,N 400 E,400 E @ 210 N,0,
40.278207,817097,-111.676426,10664,,,S 800 E,800 E @ 1020 S,0,
40.228604,820244,-111.642825,10666,,,S 900 E,900 E @ 390 S,0,
40.226499,820245,-111.642764,10667,,,S 900 E,900 E @ 534 S,0,
40.921151,109048,-111.872176,12822,,,N 400 E,400 E @ 390 N,0,
40.281198,817095,-111.676466,10663,,,S 800 E,800 E @ 860 S,0,
40.924137,109049,-111.872236,12823,,,N 400 E,400 E @ 620 N,0,
40.624041,155153,-111.812138,13485,,,E FORT UNION BLVD,FORT UNION BLVD @ 2841 E,0,
40.622703,155079,-111.815321,13487,,,S 2700 E,2700 E @ 7050 S,0,
40.624041,155154,-111.814176,13486,,,E FORT UNION BLVD,FORT UNION BLVD @ 2725 E,0,
40.674391,137068,-111.854776,18481,,,E 4500 S,4500 S @ 1285 E,0,
40.715879,137041,-111.865354,14103,,,S 900 E,900 E @ 2515 S,0,
40.652971,151029,-112.031045,18483,,,W 5400 S,5400 S @ 5880 W,0,
40.718644,126706,-111.865342,14105,,,S 900 E,900 E @ 2395 S,0,
40.597799,172040,-111.907597,18485,,,W SANDY PKWY,SANDY PKWY @ 539 W,0,
40.720335,126213,-111.865319,14106,,,S 900 E,900 E @ 2325 S,0,
40.72975,126217,-111.865294,14109,,,S 900 E,900 E @ 1865 S,0,
40.727062,126216,-111.865317,14108,,,S 900 E,900 E @ 1975 S,0,
40.527073,182035,-112.298516,17714,,,S MAIN ST,MAIN ST @ 175 S,0,
41.210114,623415,-111.957221,20681,,,E 30TH ST,30TH ST @ 878 E,0,
41.209941,623414,-111.956181,20680,,,E 30TH ST,30TH ST @ 915 E,0,
41.409319,636020,-112.036181,20684,,,N MAIN ST,MAIN ST @ 20 N,0,
41.136783,627022,-112.064306,20686,,,N 2000 W,2000 W @ 1610 N,0,
40.402341,802016,-111.855048,10592,,,W STATE ST,STATE ST @ 480 W,0,
40.355186,807038,-111.735876,10596,,,E STATE RD,STATE RD @ 312 E,0,
40.372601,806022,-111.780428,10594,,,E STATE ST,STATE ST @ 720 E,0,
40.367761,806025,-111.759155,10595,,,W STATE RD,STATE RD @ 1291 W,0,
40.262141,817015,-111.668231,18667,,,N 550 W,550 W @ 2055 N,0,
40.288846,813020,-111.676381,18660,,,S 800 E,800 E @ 442 S,0,
40.326509,812051,-111.715817,20425,,,W 1600 N,1600 N @ 832 W,0,
40.725289,126743,-111.842106,17904,,,S 1700 E,1700 E @ 2195 S,0,
40.726624,126351,-111.842233,17905,,,S 1700 E,1700 E @ 2017 S,0,
40.728092,126352,-111.842236,17906,,,S 1700 E,1700 E @ 1931 S,0,
40.730158,126353,-111.842218,17907,,,S 1700 E,1700 E @ 1855 S,0,
40.920856,301413,-111.878951,24003,,,N MAIN ST,MAIN ST @ 344 N,0,
40.766027,125103,-111.893799,18690,,,S WEST TEMPLE,WEST TEMPLE @ 155 S,0,
40.142327,801033,-111.611912,21527,,,S STATE HWY,STATE HWY @ 1793 S,0,
40.538544,198334,-111.897804,24006,,,S LONE PEAK PKY,LONE PEAK PKWY @ 11680 S,0,
41.306731,636106,-112.015051,24004,,,W 2700 N,2700 N @ 1473 W,0,
40.75442,126378,-111.853999,21158,,,S 1300 E,1300 E @ 698 S,0,
40.69261,137445,-111.888475,16443,,,S STATE ST,STATE ST @ 3620 S,0,
40.536327,188069,-111.929272,15414,,,S 1300 W,1300 W @ 11822 S,0,
40.530614,188070,-111.929262,15417,,,S 1300 W,1300 W @ 12160 S,0,
40.547741,188082,-111.929224,15410,,,S 1300 W,1300 W @ 11220 S,0,
40.542024,188068,-111.929252,15413,,,S 1300 W,1300 W @ 11506 S,0,
40.605978,172170,-111.894055,21155,,,W WASATCH ST,WASATCH ST @ 84 W,0,
40.772883,198087,-111.880413,23267,,,E 3RD AVE,3RD AVE @ 291 E,0,
40.76073,198467,-111.851183,24429,,,E SOUTH CAMPUS DR,E South Campus @ 1400 E,0,
41.220334,636158,-111.967768,24428,,,S ADAMS AVE,ADAMS AVE @ 2515 S,0,
41.220555,636160,-111.95334,24427,,,E 25TH ST,25TH ST @ 1012 E,0,
41.220362,636159,-111.967621,24426,,,S ADAMS AVE,ADAMS AVE @ 2512 S,0,
40.776242,101651,-112.016399,22445,,,W AMELIA EARHART DR,AMELIA EARHART DR @ 5191 W,0,
40.780692,101650,-112.019833,22444,,,N JIMMY DOOLITTLE RD,JIMMY DOOLITTLE RD @ 565 N,0,
40.781227,101653,-112.010163,22447,,,W HAROLD GATTY DR,HAROLD GATTY DR @ 4959 W,0,
40.780969,101652,-112.014561,22446,,,N BILLY MITCHELL RD,BILLY MITCHELL RD @ 570 N,0,
40.776669,101655,-112.005934,22449,,,N WRIGHT BROTHERS DR,WRIGHT BROTHERS DR @ 359 N,0,
40.781224,101654,-112.006284,22448,,,W HAROLD GATTY DR,HAROLD GATTY DR @ 4819 W,0,
41.304281,610027,-112.024491,4002,,,W 2600 N,2600 N @ 1698 W,0,
41.088955,301309,-112.053376,22397,,,W ANTELOPE DR,ANTELOPE DR @ 1473 W,0,
41.216428,601245,-111.857794,23269,,,E SNOWBASIN ROAD,SNOWBASIN ROAD @ 3925 E   (SNOWBASI,0,
41.244445,623067,-111.973208,11410,,,E 12TH ST,12TH ST @ 250 E,0,
41.175257,629198,-111.949452,11413,,,S HARRISON BLVD,HARRISON BLVD @ 4847 S,0,
41.244206,623072,-111.976471,11417,,,E 12TH ST,12TH ST @ 175 E,0,
41.247907,616151,-111.954623,11419,,,S MONROE BLVD,MONROE BLVD @ 910 S,0,
40.580524,173011,-111.847474,17470,,,E 9400 S,9400 S @ 1555 E,0,
40.580568,173012,-111.851677,17472,,,E 9400 S,9400 S @ 1365 E,0,
40.580591,173013,-111.854379,17473,,,E 9400 S,9400 S @ 1285 E,0,
40.580611,173014,-111.857054,17474,,,E 9400 S,9400 S @ 1165 E,0,
40.580733,173016,-111.869441,17477,,,E 9400 S,9400 S @ 801 E,0,
41.056527,101126,-111.942549,13368,,,S FAIRFIELD RD,FAIRFIELD RD @ 319 S,0,
41.059003,101127,-111.943819,13369,,,S FAIRFIELD RD,FAIRFIELD RD @ 125 S,0,
41.033582,104069,-111.927325,13360,,,S 500 E,500 E @ 70 S,0,
41.031855,104070,-111.927333,13361,,,S 500 E,500 E @ 180 S   (KAYSVILLE -  DATC),0,
41.028641,104071,-111.927349,13362,,,S 500 E,500 E @ 350 S   (KAYSVILLE - DATC),0,
41.049787,102035,-111.938819,13365,,,N FAIRFIELD RD,FAIRFIELD RD @ 950 N,0,
41.052798,102063,-111.940078,13366,,,N FAIRFIELD RD,FAIRFIELD RD @ 1116 N,0,
41.054441,101125,-111.941357,13367,,,N FAIRFIELD RD,FAIRFIELD RD @ 1216 N,0,
40.696611,133069,-112.088141,16870,,,W 3500 S,3500 S @ 8264 W,0,
41.179281,629172,-111.949339,5343,,,S HARRISON BLVD,HARRISON BLVD @ 4605 S   (OGDEN),0,
41.526314,603007,-112.015388,12143,,,N MAIN ST,MAIN ST @ 770 N,0,
41.161729,627053,-112.048556,12149,,,W 5600 S,5600 S @ 2842 W,0,
41.161738,628055,-112.034689,12148,,,W 5600 S,5600 S @ 2258 W,0,
40.365068,806027,-111.746951,10439,,,W CENTER ST,CENTER ST @ 381 W,0,
40.365621,806026,-111.749442,10438,,,W CENTER ST,CENTER ST @ 585 W,0,
40.263347,801006,-111.660733,21373,,,W 2230 N,2230 N @ 175 W,0,
40.376731,805093,-111.801485,10431,,,W MAIN ST,MAIN ST @ 101 W,0,
41.26354,616034,-111.965284,9305,,,E AVC LN,AVC LN @ 502 E,0,
40.374313,806017,-111.787532,10433,,,E STATE ST,STATE ST @ 406 E,0,
40.374918,805064,-111.790216,10432,,,E STATE ST,STATE ST @ 320 E,0,
